date,country,variable,value
01-01-2095,THA,tasmax,32.68
01-02-2095,THA,tasmax,34.3
01-03-2095,THA,tasmax,36.63
01-04-2095,THA,tasmax,36.66
01-05-2095,THA,tasmax,35.75
01-06-2095,THA,tasmax,33.43
01-07-2095,THA,tasmax,32.36
01-08-2095,THA,tasmax,31.51
01-09-2095,THA,tasmax,32.65
01-10-2095,THA,tasmax,32.16
01-11-2095,THA,tasmax,32.06
01-12-2095,THA,tasmax,31.62
01-01-2096,THA,tasmax,31.67
01-02-2096,THA,tasmax,34.13
01-03-2096,THA,tasmax,35.38
01-04-2096,THA,tasmax,36.25
01-05-2096,THA,tasmax,35.17
01-06-2096,THA,tasmax,33.83
01-07-2096,THA,tasmax,33.29
01-08-2096,THA,tasmax,33.04
01-09-2096,THA,tasmax,32.57
01-10-2096,THA,tasmax,31.68
01-11-2096,THA,tasmax,32.01
01-12-2096,THA,tasmax,31.05
01-01-2097,THA,tasmax,32.26
01-02-2097,THA,tasmax,33.37
01-03-2097,THA,tasmax,35.68
01-04-2097,THA,tasmax,34.47
01-05-2097,THA,tasmax,33.9
01-06-2097,THA,tasmax,32.35
01-07-2097,THA,tasmax,32.31
01-08-2097,THA,tasmax,32.19
01-09-2097,THA,tasmax,31.8
01-10-2097,THA,tasmax,32.3
01-11-2097,THA,tasmax,31.24
01-12-2097,THA,tasmax,31.8
01-01-2098,THA,tasmax,32.13
01-02-2098,THA,tasmax,32.96
01-03-2098,THA,tasmax,35.91
01-04-2098,THA,tasmax,36.97
01-05-2098,THA,tasmax,36.5
01-06-2098,THA,tasmax,33.28
01-07-2098,THA,tasmax,32.39
01-08-2098,THA,tasmax,32.22
01-09-2098,THA,tasmax,32.26
01-10-2098,THA,tasmax,31.31
01-11-2098,THA,tasmax,31.0
01-12-2098,THA,tasmax,29.71
01-01-2099,THA,tasmax,32.46
01-02-2099,THA,tasmax,33.11
01-03-2099,THA,tasmax,35.09
01-04-2099,THA,tasmax,35.32
01-05-2099,THA,tasmax,34.89
01-06-2099,THA,tasmax,33.79
01-07-2099,THA,tasmax,32.25
01-08-2099,THA,tasmax,32.47
01-09-2099,THA,tasmax,32.46
01-10-2099,THA,tasmax,31.22
01-11-2099,THA,tasmax,31.55
01-12-2099,THA,tasmax,29.98
01-01-2100,THA,tasmax,31.97
01-02-2100,THA,tasmax,32.18
01-03-2100,THA,tasmax,35.15
01-04-2100,THA,tasmax,37.17
01-05-2100,THA,tasmax,36.13
01-06-2100,THA,tasmax,34.14
01-07-2100,THA,tasmax,33.08
01-08-2100,THA,tasmax,32.08
01-09-2100,THA,tasmax,31.83
01-10-2100,THA,tasmax,31.83
01-11-2100,THA,tasmax,32.49
01-12-2100,THA,tasmax,31.96
01-01-1950,THA,tasmin,17.15
01-02-1950,THA,tasmin,18.9
01-03-1950,THA,tasmin,21.14
01-04-1950,THA,tasmin,23.47
01-05-1950,THA,tasmin,24.0
01-06-1950,THA,tasmin,24.09
01-07-1950,THA,tasmin,23.33
01-08-1950,THA,tasmin,23.29
01-09-1950,THA,tasmin,23.11
01-10-1950,THA,tasmin,22.84
01-11-1950,THA,tasmin,21.45
01-12-1950,THA,tasmin,17.99
01-01-1951,THA,tasmin,18.21
01-02-1951,THA,tasmin,19.66
01-03-1951,THA,tasmin,21.64
01-04-1951,THA,tasmin,23.36
01-05-1951,THA,tasmin,24.27
01-06-1951,THA,tasmin,24.83
01-07-1951,THA,tasmin,24.58
01-08-1951,THA,tasmin,24.05
01-09-1951,THA,tasmin,23.93
01-10-1951,THA,tasmin,21.1
01-11-1951,THA,tasmin,19.64
01-12-1951,THA,tasmin,17.48
01-01-1952,THA,tasmin,16.51
01-02-1952,THA,tasmin,19.08
01-03-1952,THA,tasmin,21.99
01-04-1952,THA,tasmin,24.04
01-05-1952,THA,tasmin,24.81
01-06-1952,THA,tasmin,24.28
01-07-1952,THA,tasmin,23.94
01-08-1952,THA,tasmin,24.03
01-09-1952,THA,tasmin,23.58
01-10-1952,THA,tasmin,21.02
01-11-1952,THA,tasmin,21.41
01-12-1952,THA,tasmin,18.01
01-01-1953,THA,tasmin,16.93
01-02-1953,THA,tasmin,20.03
01-03-1953,THA,tasmin,21.35
01-04-1953,THA,tasmin,23.59
01-05-1953,THA,tasmin,24.76
01-06-1953,THA,tasmin,24.25
01-07-1953,THA,tasmin,24.18
01-08-1953,THA,tasmin,23.78
01-09-1953,THA,tasmin,23.57
01-10-1953,THA,tasmin,22.49
01-11-1953,THA,tasmin,20.52
01-12-1953,THA,tasmin,18.16
01-01-1954,THA,tasmin,17.68
01-02-1954,THA,tasmin,19.45
01-03-1954,THA,tasmin,21.55
01-04-1954,THA,tasmin,24.34
01-05-1954,THA,tasmin,23.95
01-06-1954,THA,tasmin,24.26
01-07-1954,THA,tasmin,23.91
01-08-1954,THA,tasmin,23.34
01-09-1954,THA,tasmin,22.95
01-10-1954,THA,tasmin,22.92
01-11-1954,THA,tasmin,19.81
01-12-1954,THA,tasmin,18.94
01-01-1955,THA,tasmin,17.33
01-02-1955,THA,tasmin,20.18
01-03-1955,THA,tasmin,21.39
01-04-1955,THA,tasmin,23.51
01-05-1955,THA,tasmin,24.88
01-06-1955,THA,tasmin,24.38
01-07-1955,THA,tasmin,24.25
01-08-1955,THA,tasmin,23.99
01-09-1955,THA,tasmin,24.02
01-10-1955,THA,tasmin,21.51
01-11-1955,THA,tasmin,17.87
01-12-1955,THA,tasmin,17.23
01-01-1956,THA,tasmin,16.71
01-02-1956,THA,tasmin,18.04
01-03-1956,THA,tasmin,21.92
01-04-1956,THA,tasmin,23.78
01-05-1956,THA,tasmin,23.66
01-06-1956,THA,tasmin,23.47
01-07-1956,THA,tasmin,23.31
01-08-1956,THA,tasmin,23.27
01-09-1956,THA,tasmin,23.08
01-10-1956,THA,tasmin,20.87
01-11-1956,THA,tasmin,19.72
01-12-1956,THA,tasmin,17.14
01-01-1957,THA,tasmin,16.53
01-02-1957,THA,tasmin,19.7
01-03-1957,THA,tasmin,21.18
01-04-1957,THA,tasmin,23.96
01-05-1957,THA,tasmin,24.44
01-06-1957,THA,tasmin,24.57
01-07-1957,THA,tasmin,23.71
01-08-1957,THA,tasmin,23.35
01-09-1957,THA,tasmin,23.38
01-10-1957,THA,tasmin,21.58
01-11-1957,THA,tasmin,19.32
01-12-1957,THA,tasmin,17.72
01-01-1958,THA,tasmin,18.67
01-02-1958,THA,tasmin,19.84
01-03-1958,THA,tasmin,22.04
01-04-1958,THA,tasmin,24.07
01-05-1958,THA,tasmin,24.36
01-06-1958,THA,tasmin,24.14
01-07-1958,THA,tasmin,23.75
01-08-1958,THA,tasmin,23.59
01-09-1958,THA,tasmin,23.52
01-10-1958,THA,tasmin,22.7
01-11-1958,THA,tasmin,20.75
01-12-1958,THA,tasmin,17.4
01-01-1959,THA,tasmin,17.06
01-02-1959,THA,tasmin,19.28
01-03-1959,THA,tasmin,20.54
01-04-1959,THA,tasmin,23.68
01-05-1959,THA,tasmin,24.38
01-06-1959,THA,tasmin,24.01
01-07-1959,THA,tasmin,23.84
01-08-1959,THA,tasmin,23.59
01-09-1959,THA,tasmin,23.04
01-10-1959,THA,tasmin,22.91
01-11-1959,THA,tasmin,21.78
01-12-1959,THA,tasmin,17.05
01-01-1960,THA,tasmin,18.03
01-02-1960,THA,tasmin,19.33
01-03-1960,THA,tasmin,21.33
01-04-1960,THA,tasmin,23.42
01-05-1960,THA,tasmin,23.76
01-06-1960,THA,tasmin,24.12
01-07-1960,THA,tasmin,23.72
01-08-1960,THA,tasmin,23.76
01-09-1960,THA,tasmin,24.15
01-10-1960,THA,tasmin,22.89
01-11-1960,THA,tasmin,21.59
01-12-1960,THA,tasmin,18.91
01-01-1961,THA,tasmin,17.83
01-02-1961,THA,tasmin,19.84
01-03-1961,THA,tasmin,22.65
01-04-1961,THA,tasmin,23.74
01-05-1961,THA,tasmin,24.42
01-06-1961,THA,tasmin,24.18
01-07-1961,THA,tasmin,24.29
01-08-1961,THA,tasmin,23.92
01-09-1961,THA,tasmin,23.57
01-10-1961,THA,tasmin,22.88
01-11-1961,THA,tasmin,20.25
01-12-1961,THA,tasmin,18.31
01-01-1962,THA,tasmin,17.3
01-02-1962,THA,tasmin,19.47
01-03-1962,THA,tasmin,21.78
01-04-1962,THA,tasmin,23.63
01-05-1962,THA,tasmin,24.09
01-06-1962,THA,tasmin,24.24
01-07-1962,THA,tasmin,24.27
01-08-1962,THA,tasmin,24.17
01-09-1962,THA,tasmin,23.24
01-10-1962,THA,tasmin,22.23
01-11-1962,THA,tasmin,19.52
01-12-1962,THA,tasmin,17.92
01-01-1963,THA,tasmin,16.57
01-02-1963,THA,tasmin,18.98
01-03-1963,THA,tasmin,22.02
01-04-1963,THA,tasmin,23.77
01-05-1963,THA,tasmin,24.37
01-06-1963,THA,tasmin,23.55
01-07-1963,THA,tasmin,23.41
01-08-1963,THA,tasmin,22.96
01-09-1963,THA,tasmin,23.38
01-10-1963,THA,tasmin,20.69
01-11-1963,THA,tasmin,21.4
01-12-1963,THA,tasmin,17.82
01-01-1964,THA,tasmin,18.22
01-02-1964,THA,tasmin,19.96
01-03-1964,THA,tasmin,21.99
01-04-1964,THA,tasmin,24.04
01-05-1964,THA,tasmin,24.56
01-06-1964,THA,tasmin,24.25
01-07-1964,THA,tasmin,23.72
01-08-1964,THA,tasmin,23.6
01-09-1964,THA,tasmin,23.52
01-10-1964,THA,tasmin,21.55
01-11-1964,THA,tasmin,20.45
01-12-1964,THA,tasmin,18.06
01-01-1965,THA,tasmin,17.43
01-02-1965,THA,tasmin,18.43
01-03-1965,THA,tasmin,21.68
01-04-1965,THA,tasmin,23.5
01-05-1965,THA,tasmin,23.65
01-06-1965,THA,tasmin,23.58
01-07-1965,THA,tasmin,23.17
01-08-1965,THA,tasmin,23.5
01-09-1965,THA,tasmin,22.6
01-10-1965,THA,tasmin,22.64
01-11-1965,THA,tasmin,19.05
01-12-1965,THA,tasmin,17.39
01-01-1966,THA,tasmin,17.76
01-02-1966,THA,tasmin,18.33
01-03-1966,THA,tasmin,21.54
01-04-1966,THA,tasmin,23.01
01-05-1966,THA,tasmin,23.79
01-06-1966,THA,tasmin,23.92
01-07-1966,THA,tasmin,23.49
01-08-1966,THA,tasmin,23.07
01-09-1966,THA,tasmin,23.05
01-10-1966,THA,tasmin,22.21
01-11-1966,THA,tasmin,19.32
01-12-1966,THA,tasmin,17.47
01-01-1967,THA,tasmin,15.47
01-02-1967,THA,tasmin,19.17
01-03-1967,THA,tasmin,21.71
01-04-1967,THA,tasmin,23.76
01-05-1967,THA,tasmin,24.28
01-06-1967,THA,tasmin,24.01
01-07-1967,THA,tasmin,23.2
01-08-1967,THA,tasmin,23.2
01-09-1967,THA,tasmin,22.45
01-10-1967,THA,tasmin,20.98
01-11-1967,THA,tasmin,20.06
01-12-1967,THA,tasmin,19.64
01-01-1968,THA,tasmin,19.14
01-02-1968,THA,tasmin,19.26
01-03-1968,THA,tasmin,21.48
01-04-1968,THA,tasmin,23.77
01-05-1968,THA,tasmin,24.28
01-06-1968,THA,tasmin,24.56
01-07-1968,THA,tasmin,24.07
01-08-1968,THA,tasmin,23.75
01-09-1968,THA,tasmin,23.8
01-10-1968,THA,tasmin,22.86
01-11-1968,THA,tasmin,20.84
01-12-1968,THA,tasmin,19.29
01-01-1969,THA,tasmin,18.98
01-02-1969,THA,tasmin,19.66
01-03-1969,THA,tasmin,21.98
01-04-1969,THA,tasmin,23.29
01-05-1969,THA,tasmin,24.17
01-06-1969,THA,tasmin,24.3
01-07-1969,THA,tasmin,24.19
01-08-1969,THA,tasmin,23.79
01-09-1969,THA,tasmin,23.28
01-10-1969,THA,tasmin,21.18
01-11-1969,THA,tasmin,19.16
01-12-1969,THA,tasmin,17.46
01-01-1970,THA,tasmin,17.68
01-02-1970,THA,tasmin,19.3
01-03-1970,THA,tasmin,20.84
01-04-1970,THA,tasmin,23.64
01-05-1970,THA,tasmin,23.7
01-06-1970,THA,tasmin,24.09
01-07-1970,THA,tasmin,23.84
01-08-1970,THA,tasmin,23.47
01-09-1970,THA,tasmin,23.1
01-10-1970,THA,tasmin,22.78
01-11-1970,THA,tasmin,20.46
01-12-1970,THA,tasmin,19.22
01-01-1971,THA,tasmin,17.65
01-02-1971,THA,tasmin,19.5
01-03-1971,THA,tasmin,21.5
01-04-1971,THA,tasmin,23.16
01-05-1971,THA,tasmin,23.91
01-06-1971,THA,tasmin,24.07
01-07-1971,THA,tasmin,23.38
01-08-1971,THA,tasmin,23.26
01-09-1971,THA,tasmin,22.4
01-10-1971,THA,tasmin,21.89
01-11-1971,THA,tasmin,20.34
01-12-1971,THA,tasmin,17.27
01-01-1972,THA,tasmin,16.73
01-02-1972,THA,tasmin,19.3
01-03-1972,THA,tasmin,21.58
01-04-1972,THA,tasmin,23.77
01-05-1972,THA,tasmin,23.86
01-06-1972,THA,tasmin,24.47
01-07-1972,THA,tasmin,23.55
01-08-1972,THA,tasmin,23.56
01-09-1972,THA,tasmin,22.81
01-10-1972,THA,tasmin,23.34
01-11-1972,THA,tasmin,20.72
01-12-1972,THA,tasmin,18.98
01-01-1973,THA,tasmin,17.53
01-02-1973,THA,tasmin,20.85
01-03-1973,THA,tasmin,22.47
01-04-1973,THA,tasmin,23.62
01-05-1973,THA,tasmin,24.52
01-06-1973,THA,tasmin,25.03
01-07-1973,THA,tasmin,24.42
01-08-1973,THA,tasmin,24.2
01-09-1973,THA,tasmin,23.96
01-10-1973,THA,tasmin,22.8
01-11-1973,THA,tasmin,20.29
01-12-1973,THA,tasmin,16.42
01-01-1974,THA,tasmin,16.3
01-02-1974,THA,tasmin,19.39
01-03-1974,THA,tasmin,21.91
01-04-1974,THA,tasmin,23.1
01-05-1974,THA,tasmin,24.09
01-06-1974,THA,tasmin,24.01
01-07-1974,THA,tasmin,23.99
01-08-1974,THA,tasmin,24.07
01-09-1974,THA,tasmin,23.66
01-10-1974,THA,tasmin,22.28
01-11-1974,THA,tasmin,19.62
01-12-1974,THA,tasmin,18.81
01-01-1975,THA,tasmin,17.77
01-02-1975,THA,tasmin,18.44
01-03-1975,THA,tasmin,21.97
01-04-1975,THA,tasmin,23.69
01-05-1975,THA,tasmin,23.98
01-06-1975,THA,tasmin,24.23
01-07-1975,THA,tasmin,23.57
01-08-1975,THA,tasmin,23.45
01-09-1975,THA,tasmin,23.4
01-10-1975,THA,tasmin,23.05
01-11-1975,THA,tasmin,20.14
01-12-1975,THA,tasmin,18.09
01-01-1976,THA,tasmin,17.37
01-02-1976,THA,tasmin,18.4
01-03-1976,THA,tasmin,21.67
01-04-1976,THA,tasmin,23.55
01-05-1976,THA,tasmin,24.13
01-06-1976,THA,tasmin,24.02
01-07-1976,THA,tasmin,23.73
01-08-1976,THA,tasmin,23.54
01-09-1976,THA,tasmin,23.34
01-10-1976,THA,tasmin,22.2
01-11-1976,THA,tasmin,20.18
01-12-1976,THA,tasmin,17.98
01-01-1977,THA,tasmin,16.46
01-02-1977,THA,tasmin,18.36
01-03-1977,THA,tasmin,21.11
01-04-1977,THA,tasmin,23.87
01-05-1977,THA,tasmin,24.83
01-06-1977,THA,tasmin,24.44
01-07-1977,THA,tasmin,24.07
01-08-1977,THA,tasmin,23.72
01-09-1977,THA,tasmin,23.37
01-10-1977,THA,tasmin,21.81
01-11-1977,THA,tasmin,20.16
01-12-1977,THA,tasmin,16.48
01-01-1978,THA,tasmin,16.83
01-02-1978,THA,tasmin,18.29
01-03-1978,THA,tasmin,21.55
01-04-1978,THA,tasmin,22.91
01-05-1978,THA,tasmin,23.51
01-06-1978,THA,tasmin,24.27
01-07-1978,THA,tasmin,23.54
01-08-1978,THA,tasmin,23.51
01-09-1978,THA,tasmin,23.03
01-10-1978,THA,tasmin,22.34
01-11-1978,THA,tasmin,21.02
01-12-1978,THA,tasmin,17.17
01-01-1979,THA,tasmin,17.16
01-02-1979,THA,tasmin,19.03
01-03-1979,THA,tasmin,21.58
01-04-1979,THA,tasmin,24.4
01-05-1979,THA,tasmin,24.44
01-06-1979,THA,tasmin,24.6
01-07-1979,THA,tasmin,23.96
01-08-1979,THA,tasmin,23.75
01-09-1979,THA,tasmin,23.31
01-10-1979,THA,tasmin,22.73
01-11-1979,THA,tasmin,20.0
01-12-1979,THA,tasmin,16.91
01-01-1980,THA,tasmin,17.84
01-02-1980,THA,tasmin,18.69
01-03-1980,THA,tasmin,21.6
01-04-1980,THA,tasmin,23.75
01-05-1980,THA,tasmin,24.28
01-06-1980,THA,tasmin,23.99
01-07-1980,THA,tasmin,24.13
01-08-1980,THA,tasmin,23.59
01-09-1980,THA,tasmin,23.4
01-10-1980,THA,tasmin,23.34
01-11-1980,THA,tasmin,20.47
01-12-1980,THA,tasmin,16.97
01-01-1981,THA,tasmin,16.31
01-02-1981,THA,tasmin,18.42
01-03-1981,THA,tasmin,20.86
01-04-1981,THA,tasmin,23.72
01-05-1981,THA,tasmin,24.7
01-06-1981,THA,tasmin,24.21
01-07-1981,THA,tasmin,23.7
01-08-1981,THA,tasmin,23.89
01-09-1981,THA,tasmin,23.74
01-10-1981,THA,tasmin,21.98
01-11-1981,THA,tasmin,20.75
01-12-1981,THA,tasmin,16.97
01-01-1982,THA,tasmin,17.44
01-02-1982,THA,tasmin,19.04
01-03-1982,THA,tasmin,21.61
01-04-1982,THA,tasmin,24.25
01-05-1982,THA,tasmin,24.64
01-06-1982,THA,tasmin,24.14
01-07-1982,THA,tasmin,23.88
01-08-1982,THA,tasmin,23.36
01-09-1982,THA,tasmin,23.45
01-10-1982,THA,tasmin,21.61
01-11-1982,THA,tasmin,21.98
01-12-1982,THA,tasmin,15.68
01-01-1983,THA,tasmin,15.93
01-02-1983,THA,tasmin,19.0
01-03-1983,THA,tasmin,21.48
01-04-1983,THA,tasmin,24.07
01-05-1983,THA,tasmin,24.09
01-06-1983,THA,tasmin,24.32
01-07-1983,THA,tasmin,23.87
01-08-1983,THA,tasmin,23.71
01-09-1983,THA,tasmin,23.27
01-10-1983,THA,tasmin,22.57
01-11-1983,THA,tasmin,20.58
01-12-1983,THA,tasmin,19.33
01-01-1984,THA,tasmin,17.43
01-02-1984,THA,tasmin,20.18
01-03-1984,THA,tasmin,22.28
01-04-1984,THA,tasmin,24.32
01-05-1984,THA,tasmin,24.38
01-06-1984,THA,tasmin,24.5
01-07-1984,THA,tasmin,24.33
01-08-1984,THA,tasmin,24.0
01-09-1984,THA,tasmin,23.14
01-10-1984,THA,tasmin,22.84
01-11-1984,THA,tasmin,17.87
01-12-1984,THA,tasmin,17.74
01-01-1985,THA,tasmin,16.65
01-02-1985,THA,tasmin,20.12
01-03-1985,THA,tasmin,21.6
01-04-1985,THA,tasmin,23.64
01-05-1985,THA,tasmin,24.12
01-06-1985,THA,tasmin,24.84
01-07-1985,THA,tasmin,24.25
01-08-1985,THA,tasmin,23.94
01-09-1985,THA,tasmin,23.12
01-10-1985,THA,tasmin,23.63
01-11-1985,THA,tasmin,22.58
01-12-1985,THA,tasmin,18.84
01-01-1986,THA,tasmin,18.42
01-02-1986,THA,tasmin,19.42
01-03-1986,THA,tasmin,21.91
01-04-1986,THA,tasmin,24.38
01-05-1986,THA,tasmin,24.87
01-06-1986,THA,tasmin,24.95
01-07-1986,THA,tasmin,24.98
01-08-1986,THA,tasmin,24.37
01-09-1986,THA,tasmin,23.83
01-10-1986,THA,tasmin,22.4
01-11-1986,THA,tasmin,19.8
01-12-1986,THA,tasmin,17.23
01-01-1987,THA,tasmin,17.89
01-02-1987,THA,tasmin,18.21
01-03-1987,THA,tasmin,21.84
01-04-1987,THA,tasmin,23.13
01-05-1987,THA,tasmin,24.48
01-06-1987,THA,tasmin,23.63
01-07-1987,THA,tasmin,23.59
01-08-1987,THA,tasmin,23.4
01-09-1987,THA,tasmin,22.8
01-10-1987,THA,tasmin,23.25
01-11-1987,THA,tasmin,20.82
01-12-1987,THA,tasmin,17.68
01-01-1988,THA,tasmin,16.84
01-02-1988,THA,tasmin,18.56
01-03-1988,THA,tasmin,21.43
01-04-1988,THA,tasmin,23.61
01-05-1988,THA,tasmin,24.49
01-06-1988,THA,tasmin,23.83
01-07-1988,THA,tasmin,23.55
01-08-1988,THA,tasmin,23.72
01-09-1988,THA,tasmin,23.65
01-10-1988,THA,tasmin,23.19
01-11-1988,THA,tasmin,19.53
01-12-1988,THA,tasmin,18.34
01-01-1989,THA,tasmin,17.15
01-02-1989,THA,tasmin,19.56
01-03-1989,THA,tasmin,22.4
01-04-1989,THA,tasmin,23.89
01-05-1989,THA,tasmin,24.5
01-06-1989,THA,tasmin,24.77
01-07-1989,THA,tasmin,24.01
01-08-1989,THA,tasmin,24.15
01-09-1989,THA,tasmin,23.79
01-10-1989,THA,tasmin,23.36
01-11-1989,THA,tasmin,19.54
01-12-1989,THA,tasmin,17.75
01-01-1990,THA,tasmin,17.85
01-02-1990,THA,tasmin,19.66
01-03-1990,THA,tasmin,22.28
01-04-1990,THA,tasmin,24.34
01-05-1990,THA,tasmin,25.14
01-06-1990,THA,tasmin,24.86
01-07-1990,THA,tasmin,24.38
01-08-1990,THA,tasmin,24.04
01-09-1990,THA,tasmin,24.14
01-10-1990,THA,tasmin,21.98
01-11-1990,THA,tasmin,20.51
01-12-1990,THA,tasmin,19.53
01-01-1991,THA,tasmin,18.14
01-02-1991,THA,tasmin,20.16
01-03-1991,THA,tasmin,22.4
01-04-1991,THA,tasmin,24.65
01-05-1991,THA,tasmin,25.38
01-06-1991,THA,tasmin,24.42
01-07-1991,THA,tasmin,24.56
01-08-1991,THA,tasmin,24.27
01-09-1991,THA,tasmin,23.51
01-10-1991,THA,tasmin,22.43
01-11-1991,THA,tasmin,20.29
01-12-1991,THA,tasmin,19.49
01-01-1992,THA,tasmin,17.71
01-02-1992,THA,tasmin,20.24
01-03-1992,THA,tasmin,20.95
01-04-1992,THA,tasmin,23.18
01-05-1992,THA,tasmin,23.68
01-06-1992,THA,tasmin,23.69
01-07-1992,THA,tasmin,23.49
01-08-1992,THA,tasmin,23.12
01-09-1992,THA,tasmin,23.12
01-10-1992,THA,tasmin,22.23
01-11-1992,THA,tasmin,19.9
01-12-1992,THA,tasmin,17.47
01-01-1993,THA,tasmin,16.43
01-02-1993,THA,tasmin,18.32
01-03-1993,THA,tasmin,21.11
01-04-1993,THA,tasmin,23.92
01-05-1993,THA,tasmin,24.34
01-06-1993,THA,tasmin,24.2
01-07-1993,THA,tasmin,24.14
01-08-1993,THA,tasmin,23.89
01-09-1993,THA,tasmin,22.94
01-10-1993,THA,tasmin,22.59
01-11-1993,THA,tasmin,20.31
01-12-1993,THA,tasmin,17.64
01-01-1994,THA,tasmin,16.8
01-02-1994,THA,tasmin,19.36
01-03-1994,THA,tasmin,21.78
01-04-1994,THA,tasmin,24.55
01-05-1994,THA,tasmin,25.36
01-06-1994,THA,tasmin,24.99
01-07-1994,THA,tasmin,24.55
01-08-1994,THA,tasmin,24.29
01-09-1994,THA,tasmin,24.31
01-10-1994,THA,tasmin,22.65
01-11-1994,THA,tasmin,18.94
01-12-1994,THA,tasmin,17.65
01-01-1995,THA,tasmin,17.86
01-02-1995,THA,tasmin,20.04
01-03-1995,THA,tasmin,22.47
01-04-1995,THA,tasmin,24.1
01-05-1995,THA,tasmin,24.58
01-06-1995,THA,tasmin,24.11
01-07-1995,THA,tasmin,23.68
01-08-1995,THA,tasmin,23.64
01-09-1995,THA,tasmin,23.65
01-10-1995,THA,tasmin,23.21
01-11-1995,THA,tasmin,20.89
01-12-1995,THA,tasmin,16.87
01-01-1996,THA,tasmin,17.71
01-02-1996,THA,tasmin,18.87
01-03-1996,THA,tasmin,22.07
01-04-1996,THA,tasmin,24.01
01-05-1996,THA,tasmin,24.22
01-06-1996,THA,tasmin,24.34
01-07-1996,THA,tasmin,24.22
01-08-1996,THA,tasmin,23.9
01-09-1996,THA,tasmin,23.87
01-10-1996,THA,tasmin,22.91
01-11-1996,THA,tasmin,19.41
01-12-1996,THA,tasmin,18.9
01-01-1997,THA,tasmin,19.48
01-02-1997,THA,tasmin,19.88
01-03-1997,THA,tasmin,22.02
01-04-1997,THA,tasmin,24.36
01-05-1997,THA,tasmin,24.37
01-06-1997,THA,tasmin,23.82
01-07-1997,THA,tasmin,23.64
01-08-1997,THA,tasmin,24.26
01-09-1997,THA,tasmin,23.82
01-10-1997,THA,tasmin,21.41
01-11-1997,THA,tasmin,20.06
01-12-1997,THA,tasmin,18.42
01-01-1998,THA,tasmin,17.89
01-02-1998,THA,tasmin,20.36
01-03-1998,THA,tasmin,22.1
01-04-1998,THA,tasmin,24.63
01-05-1998,THA,tasmin,24.84
01-06-1998,THA,tasmin,24.49
01-07-1998,THA,tasmin,24.08
01-08-1998,THA,tasmin,24.12
01-09-1998,THA,tasmin,24.05
01-10-1998,THA,tasmin,21.74
01-11-1998,THA,tasmin,20.46
01-12-1998,THA,tasmin,16.86
01-01-1999,THA,tasmin,16.03
01-02-1999,THA,tasmin,18.72
01-03-1999,THA,tasmin,21.25
01-04-1999,THA,tasmin,23.39
01-05-1999,THA,tasmin,24.18
01-06-1999,THA,tasmin,24.56
01-07-1999,THA,tasmin,24.47
01-08-1999,THA,tasmin,24.29
01-09-1999,THA,tasmin,23.73
01-10-1999,THA,tasmin,24.0
01-11-1999,THA,tasmin,22.38
01-12-1999,THA,tasmin,17.99
01-01-2000,THA,tasmin,18.34
01-02-2000,THA,tasmin,17.72
01-03-2000,THA,tasmin,21.6
01-04-2000,THA,tasmin,23.7
01-05-2000,THA,tasmin,24.88
01-06-2000,THA,tasmin,24.8
01-07-2000,THA,tasmin,24.59
01-08-2000,THA,tasmin,24.02
01-09-2000,THA,tasmin,23.9
01-10-2000,THA,tasmin,23.5
01-11-2000,THA,tasmin,21.4
01-12-2000,THA,tasmin,17.95
01-01-2001,THA,tasmin,16.95
01-02-2001,THA,tasmin,20.27
01-03-2001,THA,tasmin,21.27
01-04-2001,THA,tasmin,23.48
01-05-2001,THA,tasmin,25.17
01-06-2001,THA,tasmin,24.69
01-07-2001,THA,tasmin,24.59
01-08-2001,THA,tasmin,24.58
01-09-2001,THA,tasmin,23.61
01-10-2001,THA,tasmin,21.53
01-11-2001,THA,tasmin,19.82
01-12-2001,THA,tasmin,18.13
01-01-2002,THA,tasmin,16.32
01-02-2002,THA,tasmin,19.98
01-03-2002,THA,tasmin,21.89
01-04-2002,THA,tasmin,24.44
01-05-2002,THA,tasmin,24.56
01-06-2002,THA,tasmin,24.35
01-07-2002,THA,tasmin,24.11
01-08-2002,THA,tasmin,24.01
01-09-2002,THA,tasmin,23.54
01-10-2002,THA,tasmin,22.32
01-11-2002,THA,tasmin,21.19
01-12-2002,THA,tasmin,17.74
01-01-2003,THA,tasmin,18.58
01-02-2003,THA,tasmin,19.75
01-03-2003,THA,tasmin,22.3
01-04-2003,THA,tasmin,24.45
01-05-2003,THA,tasmin,24.68
01-06-2003,THA,tasmin,24.85
01-07-2003,THA,tasmin,24.5
01-08-2003,THA,tasmin,24.64
01-09-2003,THA,tasmin,24.24
01-10-2003,THA,tasmin,23.12
01-11-2003,THA,tasmin,20.0
01-12-2003,THA,tasmin,19.14
01-01-2004,THA,tasmin,17.54
01-02-2004,THA,tasmin,20.06
01-03-2004,THA,tasmin,22.52
01-04-2004,THA,tasmin,23.74
01-05-2004,THA,tasmin,24.86
01-06-2004,THA,tasmin,24.84
01-07-2004,THA,tasmin,24.28
01-08-2004,THA,tasmin,24.28
01-09-2004,THA,tasmin,23.97
01-10-2004,THA,tasmin,23.86
01-11-2004,THA,tasmin,21.81
01-12-2004,THA,tasmin,19.0
01-01-2005,THA,tasmin,18.01
01-02-2005,THA,tasmin,19.23
01-03-2005,THA,tasmin,21.43
01-04-2005,THA,tasmin,24.47
